date,gt_bahamas_hotels_united_states,gt_242_jobs_bahamas,gt_wendys_bahamas,gt_kfc_bahamas,gt_bamboo_shack_bahamas,gt_mcdonalds_bahamas,gt_apple_bahamas,gt_samsung_bahamas,gt_iphone_bahamas,gt_android_bahamas,gt_mac_bahamas,gt_bahamas_cruise_united_states,gt_hp_bahamas,gt_dell_bahamas,gt_tablets_bahamas,gt_kelly_s_bahamas,gt_john_bull_bahamas,gt_walmart_bahamas,gt_solomons_bahamas,gt_super_value_bahamas,gt_cost_right_bahamas,gt_amazon_bahamas,gt_bahamas_flights_worldwide,gt_cbs_bahamas,gt_cbs_bahamas,gt_facebook_marketplace_bahamas,gt_junkanoo_bahamas,gt_netflix_bahamas,gt_amazon_prime_bahamas,gt_fusion_superplex_bahamas,gt_island_house_bahamas,gt_rbc_bahamas,gt_commonwealth_bank_bahamas,gt_bahamas_hotels_worldwide,gt_royal_bank_bahamas,gt_scotia_bahamas,gt_cibc_bahamas,gt_bank_of_the_bahamas_bahamas,gt_fidelity_bahamas,gt_bitcoin_bahamas,gt_toyota_bahamas,gt_suzuki_bahamas,gt_kia_bahamas,gt_hyundai_bahamas,gt_bahamas_cruise_worldwide,gt_bmw_bahamas,gt_nissan_bahamas,gt_honda_bahamas,gt_accord_bahamas,gt_beforward_bahamas,gt_be_forward_bahamas,gt_sbt_japan_bahamas,gt_apartments_for_rent_bahamas,gt_miami_flights_bahamas,gt_orlando_flights_bahamas,gt_restaurant_bahamas,gt_miami_hotels_bahamas,gt_orlando_hotels_bahamas,gt_nassau_bahamas,gt_exuma_bahamas,gt_abaco_bahamas,gt_harbour_island_bahamas,gt_disney_world_bahamas,gt_rooms_to_go_bahamas,gt_fedex_bahamas,gt_700_wines_and_spirits_bahamas,gt_jobs_bahamas,gt_fresh_market_bahamas,gt_airbnb_bahamas_worldwide,gt_kraven_bahamas,gt_linkedin_bahamas
2011-04-01,40,0,0,0,0,0,40,15,47,14,57,64,34,18,0,0,0,27,0,22,0,23,36,0,0,0,16,8,0,0,0,27,30,30,42,49,0,48,29,0,24,37,36,0,67,5,17,34,62,0,0,0,0,0,0,19,0,0,88,48,34,32,0,0,68,0,59,0,0,0,0
2011-05-01,39,0,0,0,0,0,42,21,46,22,56,65,39,20,0,0,20,26,0,0,0,26,35,0,0,0,14,5,0,0,0,33,26,30,46,50,0,67,25,0,21,45,79,81,66,4,21,45,54,0,0,0,45,0,0,21,63,60,81,40,37,26,50,22,53,0,61,0,0,0,0
2011-06-01,45,0,0,0,0,0,50,18,45,17,52,72,45,19,0,0,28,28,0,0,0,26,40,0,0,0,8,6,0,0,0,36,28,33,47,49,0,50,24,0,21,0,58,0,72,0,23,35,78,0,0,0,0,0,0,18,0,64,85,36,29,18,59,29,55,0,70,0,0,0,0
2011-07-01,41,0,0,0,0,0,51,21,49,31,62,71,41,21,48,0,0,32,0,0,0,30,45,9,9,0,12,13,0,0,0,40,18,32,37,45,0,59,21,0,26,0,47,0,76,4,16,42,73,0,0,0,0,0,0,22,50,0,79,37,35,19,52,0,39,0,69,0,0,0,0
2011-08-01,34,0,0,0,0,0,60,20,52,27,63,63,48,19,0,0,0,37,0,0,0,30,37,0,0,0,0,13,0,0,0,38,31,29,42,56,0,36,32,0,25,0,0,0,68,7,24,34,42,0,0,0,0,0,0,19,0,0,87,34,28,13,0,33,51,0,67,0,0,0,0
2011-09-01,26,0,0,0,0,0,53,23,51,29,52,53,47,28,43,0,0,36,0,0,0,39,32,18,18,0,7,24,0,0,0,35,29,22,40,53,0,60,14,0,31,0,47,82,56,0,28,44,67,0,0,0,0,0,0,17,0,0,84,29,21,14,0,65,61,0,71,0,0,0,20
2011-10-01,28,0,0,0,0,0,73,23,68,36,52,51,47,28,0,0,0,41,30,0,0,39,34,9,9,0,16,17,0,0,0,32,30,23,78,54,10,51,31,0,26,0,53,54,57,5,26,40,66,0,0,0,0,0,0,21,32,0,84,38,24,14,40,33,54,0,100,0,0,0,0
2011-11-01,29,0,0,0,0,0,59,20,62,35,55,54,45,19,39,0,0,65,0,0,0,47,32,13,13,0,19,15,0,0,0,34,34,23,65,53,0,49,0,0,25,32,52,61,57,5,18,36,69,0,0,0,0,0,0,22,0,0,75,39,30,18,0,28,50,0,72,0,0,0,0
2011-12-01,31,0,0,0,0,0,77,55,82,52,55,59,38,16,0,0,51,56,39,0,0,52,31,10,10,0,69,20,0,0,0,48,38,24,83,56,0,64,25,0,23,0,0,0,63,7,28,31,48,0,0,0,0,0,0,21,0,0,94,35,29,31,0,0,65,0,56,0,0,0,31
2012-01-01,57,0,0,0,0,73,68,38,67,52,50,79,42,15,43,0,28,35,0,0,0,43,55,7,7,0,33,23,0,0,0,32,38,41,74,52,9,74,29,0,18,34,54,63,86,5,14,32,52,0,0,0,0,0,0,30,0,0,89,38,27,28,0,21,45,0,69,0,0,0,26
2012-02-01,47,0,0,33,0,0,41,39,56,44,53,72,42,26,42,0,20,31,0,0,0,36,44,0,0,0,19,18,0,0,0,47,35,34,37,42,0,60,23,0,18,32,33,64,74,6,21,39,49,0,0,0,0,0,0,26,43,0,94,48,32,26,0,23,33,0,68,0,0,0,0
2012-03-01,43,0,0,33,0,0,67,44,57,46,49,69,37,15,40,0,13,36,0,0,0,38,44,10,10,0,17,22,0,0,0,47,37,32,50,42,8,47,26,0,14,35,52,42,68,3,20,37,59,0,0,0,29,0,0,28,27,0,82,50,37,35,51,17,65,0,68,0,0,0,31
2012-04-01,36,0,0,0,0,60,50,43,58,43,48,63,32,15,37,0,16,26,0,0,0,35,37,9,9,0,10,24,0,0,0,30,28,28,45,39,11,43,29,0,21,46,51,57,66,4,17,37,56,0,0,0,0,74,0,19,26,0,82,53,31,32,53,0,27,0,73,0,0,0,22
2012-05-01,38,0,0,0,0,60,57,62,60,59,50,67,33,17,67,0,0,31,0,0,0,35,36,0,0,0,8,22,0,0,0,35,32,27,45,43,0,61,40,0,25,0,74,81,65,9,21,40,57,0,0,0,0,0,0,23,27,44,90,27,34,20,35,25,61,0,80,0,0,0,21
2012-06-01,36,0,0,0,0,0,60,62,67,60,44,64,30,16,43,0,26,35,40,0,0,35,40,9,9,0,9,23,0,0,0,39,31,27,56,40,10,56,31,0,20,34,55,66,62,5,24,34,56,0,0,0,0,0,0,23,33,0,88,45,40,20,0,31,43,0,78,0,4,0,30
2012-07-01,38,0,0,0,0,0,52,70,69,56,56,72,36,18,39,0,0,42,0,0,0,42,43,0,0,0,8,23,0,0,0,51,25,29,49,37,0,49,24,0,17,48,57,67,72,4,23,43,60,0,0,0,0,0,0,21,0,0,78,33,39,30,44,0,57,0,68,0,0,0,0
2012-08-01,28,0,54,0,0,0,68,66,70,59,46,61,40,13,62,0,0,37,34,0,0,42,37,9,9,0,10,17,0,0,0,52,35,25,52,61,0,44,29,0,15,0,82,87,62,6,26,41,67,0,0,0,44,0,0,24,0,0,84,45,30,33,0,0,50,0,79,0,0,0,0
2012-09-01,25,0,0,0,0,70,80,74,100,60,50,50,35,15,0,0,20,31,0,0,0,44,30,12,12,0,11,27,0,0,0,41,32,22,62,56,15,72,31,0,26,36,62,54,56,7,28,45,74,0,0,0,0,0,0,25,30,0,83,33,24,25,0,0,38,0,73,0,0,0,39
2012-10-01,23,0,0,0,0,0,72,74,74,63,44,50,28,17,36,0,18,36,0,0,0,44,32,16,16,0,14,28,0,0,0,43,30,20,66,33,9,51,30,0,22,0,24,0,54,6,30,39,94,0,0,0,0,0,0,23,33,0,94,35,44,8,0,0,38,0,71,0,0,0,28
2012-11-01,22,0,0,0,0,0,70,72,62,69,40,47,40,18,80,0,13,75,0,0,0,59,28,12,12,0,21,21,0,0,0,51,38,19,55,30,8,55,24,0,19,29,48,53,50,5,24,36,52,0,0,0,0,0,0,21,31,0,83,41,30,18,0,26,48,0,65,0,3,0,21
2012-12-01,29,0,0,0,0,57,73,100,75,100,48,55,30,34,100,0,24,60,0,0,0,58,36,14,14,0,65,33,0,0,0,48,30,23,50,37,19,48,29,0,17,37,41,57,59,6,26,31,48,0,0,0,22,0,0,23,23,0,87,42,28,20,0,22,51,0,55,0,0,0,24
2013-01-01,51,0,0,25,0,0,59,80,62,89,42,92,37,24,67,0,21,30,17,0,0,45,57,12,12,0,35,36,0,0,0,39,27,37,55,37,19,52,24,0,22,0,49,58,100,5,18,34,55,0,0,0,25,0,0,27,27,32,82,46,32,26,39,12,50,0,73,0,3,0,40
2013-02-01,40,0,0,30,0,58,59,69,64,76,42,72,30,19,68,0,13,28,0,0,0,46,45,12,12,0,18,34,0,0,0,54,26,30,46,34,11,47,28,0,23,27,53,39,77,7,22,38,59,0,0,0,24,0,0,24,0,0,82,49,38,15,36,14,43,0,75,0,0,0,28
2013-03-01,36,0,20,24,28,50,51,67,59,67,45,61,31,18,42,0,17,27,0,11,31,43,45,14,14,0,13,33,0,0,18,39,30,28,55,22,12,63,28,0,19,34,54,57,60,6,23,36,65,0,0,21,26,0,0,24,32,0,77,54,41,31,33,17,47,0,76,0,0,0,26
2013-04-01,32,0,0,21,0,55,48,75,50,71,44,55,31,18,52,0,14,29,18,0,0,42,39,10,10,0,7,28,0,0,17,48,31,24,46,23,18,66,28,0,23,37,82,62,57,4,23,40,73,0,0,0,21,0,0,29,34,0,70,55,31,28,36,15,38,0,77,0,0,0,34
2013-05-01,36,0,0,17,0,0,47,74,57,69,45,55,23,18,51,0,27,32,25,12,0,46,35,6,6,0,7,33,0,0,0,47,24,24,51,32,13,46,23,0,19,0,72,53,56,4,26,38,68,0,0,23,30,0,0,26,22,31,79,44,37,25,22,21,56,0,77,9,0,0,34
2013-06-01,35,0,0,25,0,0,49,75,61,67,51,59,24,14,53,0,20,34,28,0,0,43,39,6,6,0,11,31,0,0,16,35,30,25,46,26,14,52,38,0,20,36,72,61,58,6,26,37,70,0,0,15,23,0,0,20,26,37,75,40,36,25,40,0,42,0,74,0,3,0,42
2013-07-01,33,0,0,24,0,0,47,79,54,67,44,60,26,14,46,0,15,40,0,0,0,43,42,11,11,0,12,33,0,0,0,43,24,26,53,30,15,49,33,0,19,39,51,100,61,5,25,39,68,0,0,13,42,50,0,25,18,0,77,49,41,30,30,21,50,0,78,0,3,0,28
2013-08-01,26,0,0,24,0,51,57,71,62,67,39,54,31,15,49,0,12,36,43,13,0,51,35,10,10,0,9,37,0,0,14,42,30,21,47,30,12,49,30,0,23,24,60,51,56,7,22,37,60,0,0,19,21,0,0,27,23,0,77,44,31,22,41,0,56,0,71,0,0,0,49
2013-09-01,23,0,0,0,0,0,66,75,87,75,40,48,36,14,41,0,23,32,22,12,0,48,31,19,19,0,11,35,0,0,0,49,32,20,57,26,20,60,29,0,25,22,44,60,47,6,22,36,62,0,0,30,36,0,0,19,25,0,76,26,24,13,21,0,62,0,69,0,2,0,32
2013-10-01,23,0,0,0,0,82,54,73,51,78,41,49,27,16,51,0,25,35,40,0,0,49,32,14,14,0,14,36,0,0,0,53,29,19,55,38,15,64,33,0,24,38,55,55,49,5,25,35,67,0,0,17,24,78,0,19,0,0,74,37,27,13,26,22,52,0,63,0,4,0,39
2013-11-01,26,0,0,0,0,0,65,77,54,63,37,48,31,13,55,0,25,67,30,12,0,56,34,15,15,0,22,33,10,0,0,52,27,19,55,30,17,51,26,11,23,28,43,48,50,6,24,33,55,0,0,14,24,0,100,22,26,0,76,41,30,19,30,26,38,0,61,0,6,0,36
2013-12-01,27,0,0,22,0,39,59,100,59,85,42,58,26,14,93,0,46,62,43,12,0,61,34,13,13,0,61,45,14,0,0,56,31,21,61,28,13,47,29,12,15,23,42,47,56,8,18,31,59,0,0,20,20,52,0,26,0,0,77,35,38,28,0,21,49,0,52,10,3,0,32
2014-01-01,48,0,0,21,0,36,49,69,51,74,37,85,29,12,59,0,19,29,35,0,0,49,63,11,11,0,30,45,15,0,0,48,26,37,51,26,15,45,28,6,22,28,51,42,89,6,25,34,58,0,19,0,24,47,0,24,26,33,79,59,42,24,39,15,53,0,63,0,7,0,30
2014-02-01,44,0,0,23,0,0,47,71,46,60,35,62,22,13,45,0,24,29,28,0,0,43,51,10,10,0,13,37,0,0,0,55,27,31,57,36,17,48,27,0,20,45,54,54,70,7,27,35,56,0,0,16,18,0,0,25,23,0,74,67,33,25,25,0,53,0,62,0,6,0,27
2014-03-01,38,0,16,25,0,50,48,66,49,63,37,71,26,12,37,0,23,29,22,13,0,46,46,12,12,0,15,43,10,0,15,44,27,28,53,38,17,51,27,0,26,42,46,51,69,6,29,38,70,0,0,14,20,0,0,28,20,0,70,66,35,38,26,25,59,0,57,0,6,0,26
2014-04-01,34,0,0,16,0,32,44,67,49,56,37,56,23,10,44,0,23,30,21,12,0,45,38,12,12,0,12,36,0,0,12,50,26,25,50,27,14,50,23,8,27,44,81,55,59,6,26,36,66,0,0,20,17,0,0,23,23,25,65,56,37,32,50,15,53,0,58,11,4,0,29
2014-05-01,34,0,22,22,0,39,38,65,51,55,39,61,21,13,43,0,27,30,33,0,0,47,38,8,8,0,10,34,0,0,0,55,25,25,46,38,11,47,33,0,24,38,49,40,60,7,27,38,72,0,0,24,26,43,0,24,21,21,68,45,37,27,61,22,53,0,64,8,4,0,34
2014-06-01,34,0,18,27,0,56,50,66,48,66,35,64,26,11,49,0,18,35,31,0,0,45,40,13,13,0,12,40,0,0,13,51,30,25,59,34,17,34,26,0,23,34,57,63,59,8,27,38,68,7,0,21,49,0,0,24,24,30,66,46,34,29,35,20,45,0,68,0,6,0,40
2014-07-01,36,0,23,19,0,0,51,56,53,60,33,66,27,13,35,0,17,43,18,0,0,48,43,9,9,0,14,43,13,0,11,52,31,26,58,40,13,53,29,0,20,37,42,45,66,8,25,35,63,5,0,20,39,0,0,25,21,20,69,48,41,30,51,21,48,0,61,0,6,0,34
2014-08-01,28,0,0,37,18,39,48,70,55,72,34,61,29,11,50,0,29,45,30,17,0,55,38,13,13,0,10,39,15,0,0,50,26,22,59,29,20,39,29,0,22,24,61,55,57,7,27,39,65,6,0,19,39,42,0,26,24,30,73,43,31,22,60,15,54,0,60,0,8,0,31
2014-09-01,25,0,0,19,0,71,72,65,84,65,35,48,29,14,49,0,25,31,33,0,0,56,34,18,18,0,11,33,0,0,0,51,31,20,64,32,30,39,32,0,25,50,59,66,47,8,30,43,88,10,17,27,26,0,0,22,15,24,69,33,33,15,0,18,54,0,64,0,8,0,30
2014-10-01,22,0,19,21,18,0,51,57,52,57,34,46,27,7,46,0,22,35,17,14,0,57,35,9,9,0,15,36,12,0,0,57,30,19,66,30,30,45,28,0,23,35,55,47,46,7,33,41,78,12,0,30,43,40,0,23,22,0,69,32,33,15,0,12,48,0,61,0,9,0,34
2014-11-01,24,0,19,25,0,42,57,60,54,63,33,53,27,12,68,0,27,70,27,15,0,64,34,15,15,0,25,34,13,0,15,54,31,19,58,39,26,22,34,0,23,29,56,44,53,8,26,40,70,6,28,22,34,0,0,27,20,0,68,45,30,19,0,25,38,0,52,0,10,0,28
2014-12-01,29,0,20,26,0,0,57,67,61,83,40,52,29,10,51,0,53,65,33,16,0,73,41,13,13,0,68,48,17,0,13,68,37,22,81,45,22,28,34,0,22,40,44,42,51,6,27,37,67,7,0,13,25,47,0,30,19,0,72,47,34,29,22,20,68,0,42,9,10,0,31
2015-01-01,45,0,19,36,0,40,47,56,55,82,38,78,26,9,46,0,28,30,32,11,0,56,63,11,11,0,30,46,18,0,0,64,26,34,63,29,30,30,28,0,21,29,46,50,88,7,31,40,79,15,0,30,36,0,0,32,18,23,70,52,47,29,30,19,46,0,57,15,12,0,35
2015-02-01,41,0,0,20,0,46,52,49,51,70,35,76,28,8,38,0,20,27,25,15,0,55,54,8,8,0,21,46,15,0,16,63,29,31,51,30,21,32,40,0,26,0,44,51,88,8,31,37,71,10,0,32,36,0,0,37,23,28,67,64,46,29,0,13,50,0,56,0,13,0,36
2015-03-01,37,0,0,37,0,38,57,49,49,61,35,76,24,9,44,0,18,28,41,11,0,56,48,9,9,0,20,34,10,0,18,59,30,27,57,44,23,38,32,0,23,35,45,55,81,7,29,40,76,19,23,47,26,43,0,31,29,20,73,71,47,40,31,14,56,0,72,9,10,0,31
2015-04-01,36,0,21,29,33,61,50,58,49,65,36,64,29,6,36,0,23,34,34,12,0,56,44,8,8,0,31,44,10,0,43,58,32,26,65,42,25,39,32,0,28,34,55,71,72,8,32,47,91,22,39,46,23,0,0,32,22,26,68,74,46,42,45,14,58,0,53,0,11,0,42
2015-05-01,37,0,21,21,0,42,47,69,52,67,33,64,25,8,28,0,20,32,29,12,30,56,40,8,8,0,52,40,14,0,44,66,30,26,62,34,29,36,37,0,29,34,59,61,70,10,36,43,84,35,66,78,32,40,0,30,16,25,76,56,41,30,25,15,50,0,54,0,12,0,34
2015-06-01,39,0,0,23,0,64,47,63,51,59,36,66,26,11,39,0,24,42,33,14,0,56,44,10,10,0,16,47,15,0,51,73,32,28,68,40,31,51,35,0,26,45,56,35,69,10,38,43,82,42,48,94,41,53,0,33,24,34,71,59,46,23,32,15,66,0,55,0,15,0,34
2015-07-01,39,0,24,33,0,53,51,59,55,73,35,71,22,8,48,0,15,48,35,18,0,60,46,7,7,0,15,44,27,0,34,66,39,29,77,37,31,37,37,0,28,58,69,66,75,8,40,45,80,38,62,100,46,54,0,31,33,42,79,58,50,32,31,14,56,0,54,0,17,0,26
2015-08-01,34,0,17,30,24,46,48,58,53,67,35,66,24,10,47,0,30,44,57,15,29,65,43,10,10,0,10,47,21,0,32,71,35,25,70,36,23,40,43,0,25,54,53,52,64,9,37,49,93,43,56,81,50,50,0,36,22,19,84,66,40,27,34,13,57,0,54,0,17,0,35
2015-09-01,26,0,0,32,0,52,58,48,54,61,34,54,26,13,32,0,23,33,55,12,0,65,39,14,14,0,12,37,24,0,38,64,36,21,77,34,28,54,39,0,28,42,54,56,56,9,40,48,100,42,63,84,42,0,0,28,31,26,79,49,36,15,19,13,55,0,57,0,13,0,22
2015-10-01,27,0,0,37,24,53,54,52,49,65,31,56,25,9,37,0,26,37,75,17,23,68,40,13,13,0,15,39,25,0,36,73,39,20,85,32,30,58,38,0,28,45,59,48,55,8,40,46,91,46,68,87,45,48,0,30,26,19,84,45,35,15,21,25,46,0,55,0,15,0,35
2015-11-01,26,0,24,44,24,37,61,53,48,52,30,53,27,10,49,0,19,76,68,0,0,85,38,17,17,0,24,34,16,0,36,59,38,20,85,43,24,47,29,0,26,47,58,61,51,7,35,42,85,39,63,53,27,0,0,29,24,21,80,49,38,22,19,25,50,0,50,0,17,0,25
2015-12-01,32,0,18,31,25,40,67,66,63,65,37,56,25,11,59,0,44,58,58,26,30,83,45,15,15,0,55,45,20,0,53,74,38,24,88,42,30,40,28,0,22,29,46,57,62,7,34,38,70,41,43,59,34,45,0,32,24,26,85,56,36,29,30,14,81,0,42,9,16,0,33
2016-01-01,52,0,14,22,0,0,52,46,48,60,31,89,23,8,47,22,23,29,59,14,19,60,68,13,13,0,26,41,26,0,42,68,33,38,63,34,22,39,31,0,26,35,50,49,88,11,35,39,80,55,51,49,31,36,0,30,22,21,88,56,50,22,41,13,53,0,55,9,25,0,24
2016-02-01,46,0,16,29,0,0,55,41,45,58,29,79,19,8,33,29,24,28,78,16,0,61,60,14,14,0,18,36,23,0,33,70,35,33,71,30,30,35,49,0,29,59,47,61,77,8,35,44,82,49,45,54,35,39,0,34,32,25,87,70,45,37,25,13,46,0,50,0,25,0,27
2016-03-01,43,0,24,25,25,55,54,41,50,51,26,73,21,8,43,35,15,26,91,23,32,59,55,12,12,0,16,40,26,0,43,74,35,30,63,41,30,36,30,0,27,38,36,37,72,9,30,37,83,51,55,53,29,59,59,38,22,21,79,73,54,45,34,15,44,0,47,15,19,0,28
2016-04-01,40,0,21,30,27,39,50,42,45,42,27,64,19,6,43,33,19,25,72,18,0,59,49,10,10,0,23,29,34,0,39,77,36,27,67,41,27,43,30,0,28,62,66,49,65,9,36,42,81,60,46,56,34,37,0,34,0,0,67,64,48,29,21,0,51,0,48,13,20,0,22
2016-05-01,34,0,19,26,0,41,48,40,50,55,26,67,21,8,43,27,20,29,47,19,19,61,50,10,10,0,26,29,33,0,43,77,39,25,79,35,27,34,36,0,26,53,29,66,68,8,33,43,89,61,56,50,19,38,0,38,23,34,70,61,46,22,38,14,42,0,47,12,19,0,24
